HB9LP,2RTW,Kitchen,6,6,Yes,A person is fixing the stove light and tidying the groceries.,bag;food;groceries;stove,"A person is cooking on a stove, they then take out groceries from a bag.;A person is turning on the stove, and checking to see if it is hot. Then they put something in a bag.",c020 22.30 31.00;c147 0.00 23.50;c021 22.40 27.30;c063 23.90 29.90;c061 25.00 31.00,29.75
EMYSA,Z68L,Kitchen,7,6,Yes,A person is standing in the kitchen. The person takes a bag from the refrigerator and opens it.,bag;bread;food;refrigerator,person took a piece of bread out of the refrigerator and wrapped it in a bag,c143 1.70 8.50;c023 5.00 12.30;c154 1.20 8.30;c021 4.70 27.00;c142 2.30 8.70;c020 5.80 26.30;c061 11.40 23.50;c063 10.90 15.40,25.75
WM336,3H6W,Dining room,6,6,Yes,"One person grasps some homework from a bag on a table, then closes the bag and starts tidying up the table while smiling and laughing.",bag;dishes;food;homework;paper;table,"A person is getting homework our of a bag.;A person is taking some homework from a backpack that was sitting on their table while smiling, they then begin to tidy up the table.",c117 7.00 14.20;c009 9.50 14.90;c152 15.80 27.50;c116 7.90 14.50;c021 4.90 11.40;c012 16.10 25.70;c020 5.30 13.60;c062 17.90 26.70;c022 13.80 19.80;c115 7.70 14.30;c023 2.90 8.90;c149 15.50 27.40;c061 16.50 25.10;c063 16.40 25.50;c024 14.30 19.40,27.92
FQ282,KFGP,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,"A person is tidying the entryway, picking up and holding clothes and a blanket.",bag;blanket;clothes;coat;floor,"A person put clothing into a bag. The person then began folding a blanket and pants, and then took a coat off of a hanger.",c000 7.20 15.20;c070 17.40 31.10;c075 21.90 42.50;c002 15.00 25.20;c004 15.90 46.00;c073 15.20 23.70;c001 6.70 19.40;c127 0.00 11.80;c022 0.00 8.70;c021 0.50 9.40,44.62
GLS7U,3531,Dining room,7,7,Yes,A person is sitting in a chair at the desk eating food.  The person takes a bottle of medicine out of a paper bag.,bag;chair;desk;food;laptop;medicine;table,A person is sitting on a chair eating then they begin to take a medicine bottle out of a bag.,c011 0.00 32.00;c061 0.00 25.40;c021 15.80 30.20;c128 20.30 32.00;c059 0.00 32.00;c156 0.00 25.60;c051 0.01 18.10,31.17
45Z2A,WG9D,Recreation room / Man cave,6,7,Yes,"A person awakens on the couch and sits up. The person takes some clothes from a nearby bag, then closes the bag.",bag;clothes;sofa,"A person is laying down on a sofa, sits up and begin taking clothes out of a bag.",c001 5.90 10.00;c122 0.00 3.60;c123 1.10 10.00;c020 1.70 7.30;c021 3.20 8.30;c146 0.00 4.10;c003 5.50 10.00,9.29
O52BL,XXN8,Bedroom,7,7,Yes,"One person gets dressed, then tidies up a desk and puts a laptop in a bag.",bag;case;clothes;desk;jacket;laptop;phone;table,"A person is standing up, they put their jacket on.  They take their phone out of their pocket, and put it back in.  They take their laptop and put it in a bag.;A person is sitting at a desk and putting a jacket on. Then they grab their phone and put it in their pocket. Then they grab their laptop and put it in it's case.",c050 16.70 31.00;c012 16.80 33.00;c148 0.00 20.20;c017 13.50 22.30;c001 0.00 20.20;c049 18.30 29.40;c021 21.80 28.70,31.88
DRPO3,6RE8,Other,6,5,Yes,The person is drinking a beverage while holding groceries.  They grab the doorknob.,bag;bottle;door;groceries;shelf;table;water,"A person opens a bottle and drinks water from it, before putting it on a shelf. The person then picks up a bag of groceries, takes some things out, then puts them back in. The person then grabs the doorknob of a nearby door.;This person appears to be in a back room, picks up bottle of water & drinks, places it down on shelf, opens up bag and then starts to open door.",c020 11.30 32.00;c141 26.20 32.00;c106 0.70 7.00;c081 9.00 13.70;c008 29.30 32.00;c021 13.70 25.90;c023 10.80 15.90;c009 7.90 13.90,31.25
IU5TH,QOQ4,Bedroom,6,7,Yes,A person closes their laptop then sits up to grab some food.,bag;chair;food;laptop;sandwich,A person is sitting in a chair working on a laptop and then they close the laptop and grab a bag of food.,c046 6.60 14.20;c063 10.00 17.60;c059 0.00 19.00;c023 11.00 18.60;c021 12.30 19.00;c020 13.50 19.00;c052 0.00 14.50;c069 12.20 19.00;c047 0.00 19.00,18.33
4HZ3B,ZAWX,Other,,5,Yes,A person is seen with a bag of groceries sitting on the couch. They get up and begin putting groceries on the table.,bag;chair;food;groceries;sofa;table,A person is sitting on a chair holding a bag of groceries. The person stands up and empties the bag onto a table.,c123 0.00 15.50;c009 15.50 32.00;c020 0.00 32.00;c059 0.00 15.90;c063 15.50 32.00;c062 16.20 32.00;c021 14.70 19.50;c154 13.20 18.40,30.58
Q071E,HRH1,Kitchen,6,6,Yes,A person is sitting at a desk snuggling with a blanket on their lap. They are watching a video on a computer and eating some food.,bag;blanket;chair;food;table,A person is sitting at atable with a bag of food and a towel they open the bag and eat some food then they get up leaving the towel;person sat on the chair.sat on the chair and started eating from a packet. left the chair leaving the packet on the table,c070 0.50 27.30;c009 23.00 29.00;c063 3.40 13.00;c011 0.00 25.20;c059 0.00 27.80;c061 5.90 27.70;c021 2.40 10.70,27.67
WA7WD,D0RU,Home Office / Study (A room in a house used for work),7,7,Yes,A person is lying on the floor using their laptop.  They open a lunch bag and take out a sandwich.  They grasp the sandwich with both hands while eating it.,backpack;bag;container;dish;floor;food;laptop;sandwich,"a person laying on the floor, watching something on their laptop, goes in their bag, pulls out a container, opens it, takes out a sandwich and begins to eat it.",c051 0.00 32.00;c065 25.30 32.00;c067 21.20 32.00;c124 0.00 20.10;c125 16.10 32.00;c021 14.70 20.90;c156 24.20 32.00;c063 13.80 32.00;c052 0.00 32.00;c061 13.80 32.00;c023 13.80 20.90;c069 13.80 32.00;c118 15.30 24.50;c020 11.50 19.00;c120 14.20 19.60;c119 19.00 25.20,31.46
YFH0D,9Y7F,Bedroom,6,6,Yes,One person is tidying up the bag while another is working on the picture on the wall.,bag;clothes;picture;sofa/couch;wall,A person is sitting on a bed while putting things into a backpack. A second person is standing on a bed while fixing a picture on the wall.,c086 0.00 12.60;c002 2.00 9.50;c123 0.00 32.00;c083 0.00 32.00;c020 0.00 32.00;c088 13.20 21.70;c084 13.10 21.20;c021 0.00 7.10,30.75
3C8OG,R1OT,Home Office / Study (A room in a house used for work),7,6,Yes,A person is drinking wine out of a box and then taking a book out of a bag in the home office / study.,bag;book;bottle;chair;desk;food;laptop;table,A person sitting in a chair uses a laptop. They take a bottle and drink something. They then take a book from their bag and open it.;A person is working on a laptop and then takes a drink. The person the opens a bag and pulls out a book and opens it.,c026 24.10 31.00;c052 0.00 4.70;c011 0.00 4.00;c021 18.60 29.20;c027 24.70 31.00;c009 14.50 23.00;c059 0.00 31.00;c110 0.70 5.60;c115 23.50 31.00;c051 0.00 4.40;c023 18.90 23.50;c014 0.60 14.30;c061 2.80 16.60;c106 7.50 13.00,29.96
NYXJ6,2RTW,Dining room,6,6,Yes,"A person arrives through the door, puts their bag on the dining room table and removes their materials before sitting on the chair and working on their homework.",bag;chair;door;floor;homework;paper;table,A person is sitting at the table doing homework. A person then grabs a bag and goes through the door.,c020 10.40 29.00;c059 24.70 37.00;c097 0.00 6.90;c008 1.40 9.60;c145 25.90 37.00;c011 25.60 37.00;c009 12.40 25.80;c009 16.40 21.50;c024 22.70 27.80;c014 25.40 37.00;c126 22.70 27.80;c022 22.70 27.80;c117 20.30 26.90;c115 31.50 36.80;c116 31.00 37.00;c021 12.60 19.70,36.00
9ILM6,C7O9,Kitchen,6,6,Yes,"A person is eating a bag of chips and drinking a cup of coffee in the pantry. The person sets down the coffee, grabs a glass of water, and runs out of the room.",bag;coffee;cup;food,A person opens a bag of food and eats some while holding a cup of coffee.  They put the cup of coffee on the counter and walk out.;Someone is in the pantry of their kitchen eating and drinking something.,c107 0.00 29.10;c020 0.00 28.10;c156 0.00 26.70;c061 0.00 28.10;c109 20.80 26.00;c021 0.00 9.20;c063 26.70 30.00;c062 26.70 30.00;c106 26.70 30.00,28.67
0NVG2,M80J,Bedroom,6,7,Yes,A person sits on the bed and takes their shoes off. The person then begins to eat and drink the food that is on the side table.,bag;bed;chips;cup/glass/bottle;food;shoe;table;water,"The person was sitting on the bed, took off shoes, took a drink from the bottle of water, then ate a snack from the bag.;Someone is sitting on their bed taking off their shoes. They grab a bottle of water and drink out of it. They then grab a bag of chips and eat some.",c054 0.00 14.40;c009 15.50 21.30;c061 17.20 26.60;c156 22.60 31.00;c057 0.00 13.60;c135 0.00 31.00;c063 16.70 23.90;c106 10.20 20.70;c023 17.60 23.00;c021 20.10 30.10;c020 19.90 31.00,30.17
D740L,P6LJ,Living room,4,6,Yes,A person is holding a bag of clothes. The person laughs as they begin to remove clothes from the bag.,bag;clothes;couch;floor,"Place walks in room grabs bag, hold bag, opens bag, takes clothes out and throws on couch, then throws empty bag on floor.;Someone is in the living room and they pick up a bag of clothes and start emptying it onto the couch.",c000 3.60 33.00;c002 1.30 10.10;c021 11.60 21.40;c001 14.30 26.60;c020 2.10 31.40;c023 1.20 6.40;c002 14.30 26.60;c150 0.00 5.00;c024 26.40 31.50;c003 15.90 26.80,31.71
OUBUX,YMXV,Bedroom,4,6,Yes,One person grasps a bag and eats from it while sitting on a chair with a pillow at a desk.,bag;chair;food;pillow,Someone is sitting in a chair.  They place a pillow and a backpack on their lap. Then they eat a snack that was inside the backpack.,c020 4.00 33.00;c022 2.00 7.00;c059 0.00 33.00;c079 0.00 5.00;c021 3.10 9.60;c023 1.30 8.80;c077 0.00 7.40;c156 11.50 33.00;c063 8.80 13.90;c061 8.50 13.60;c062 27.70 33.00,31.71
L80CV,9PLL,Kitchen,5,6,Yes,A person is seen snuggling with a blanket. They then begin opening bags of groceries to put food away.,bag;blanket;food;groceries;noodles;pot;scissors,"This person is trying to get warm with a blanket, then starts cooking a meal.;Wrapping themselves in a blanket and cooking food",c061 12.00 36.00;c062 13.90 36.00;c020 15.60 36.00;c070 0.00 36.00;c021 13.90 31.20;c147 26.10 36.00;c072 0.00 36.00,34.88
DVHIB,4I2W,Dining room,5,7,Yes,"One person walks in and takes a book from a bag, then puts a sandwich and a bottle of medicine in the bag.",bag;book;canister;doorway;medicine;sandwich,Person taking something out of a pink polka dot purse and putting a canister back in the purse.,c020 1.00 31.00;c021 0.80 11.00;c026 11.90 18.60;c030 11.60 19.20;c031 11.80 19.40;c067 19.00 25.50;c068 20.00 27.60;c097 0.00 4.10,29.92
M4FW0,6RE8,Dining room,6,5,Yes,A person is standing and holding a bag of groceries. The person walks to put them down on a desk.,bag;desk;doorway;table,"The person walks to the desk holding a bag. The person places several contents from the bag onto the desk, lastly placing the bag on the desk.",c009 12.20 24.30;c020 0.00 5.50;c021 2.00 10.30;c022 21.30 34.00;c097 0.00 5.80,33.25
IA9Z5,5LWB,Stairs,7,4,Yes,One person walks in and opens the window. Another person in the doorway smiles with a bag of groceries in hand.,bag;stair;window,A person is walking up the stairs then closing a window while another person is waving a bag around in the air.,c020 3.70 25.00;c152 5.40 16.90;c021 6.70 14.50,24.12
O2294,YMXV,Bedroom,3,1,No,"A person is standing in front of a sink, then undressing and then opening a bag in a garage.",bag;clothes;doorway;shirt;sink;television,A person is taking off their shirt. A person then watches television.;The person turned off the sink and walked through the doorway into another room. The person undressed while watching television. The person then opened a bag.,c001 14.00 19.00;c155 4.70 18.90;c132 16.60 29.70;c021 22.60 32.00;c097 3.30 12.50;c002 3.10 18.30;c003 14.40 19.30,30.92
WEVQH,YA10,Living room,4,6,No,A person is standing by a sofa. They begin to throw clothes from a bag.,bag;clothes;clothing,A person is picking up a bag from the floor. The person takes clothing out from the bag and throws it off of the floor.,c003 8.80 26.00;c020 5.80 26.00;c021 5.20 11.60;c023 4.60 10.90;c002 7.10 20.60;c022 21.30 26.00;c024 21.70 26.00,25.29
ZA7ST,Q4IF,Kitchen,7,7,Yes,A person is sneezing while opening medicine.  Then a person is picking up a bag.,bag;box;medicine;packet;shelf,A person reaches for some medicine on a shelf and tries to open it.The person sneezes a couple of times and keeps trying to open the medicine.The person bends over and picks up a box.;{};A person takes a pack off of a shelf and continue to open the package.The person sneezes a couple of times and bends over and picks up a box .,c128 0.40 7.60;c153 9.00 16.70;c041 30.40 35.00;c044 27.70 34.30;c128 0.00 31.60;c021 25.70 34.30;c023 28.20 32.40;c020 31.80 35.00,33.75
7H7PN,6PZN,Living room,5,5,Yes,"A person opens a box and rummages through a bunch of clothing. Another person sits at a chair, watching them.",bag;blanket;chair;clothes;clothing;floor,"A person is sitting on the ground, taking clothes out of a bag and tidying them in stacks. Another person is sitting on a chair, watching the first person.;Two people are in a room.  One person is sitting on the floor angrily taking clothing and a blanket out of a duffel bag. The other person is sitting in a chair passively watching the person remove the objects from the bag.",c059 0.00 31.00;c000 8.40 29.00;c001 14.40 22.80;c004 22.30 31.00;c125 0.00 31.00;c021 0.00 5.20;c002 2.40 8.40,30.38
TIJOY,5LWB,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"A person sits at the bottom of the stairs, grabs some dishes out of their groceries, and begins eating. Another person walks up and pours their drink out.",bag;cup;floor;food;groceries;stairs,"A person is sitting on the stairs with a bag they open the bag take out some food and eat while another person comes over with a glass of water they take a drink walk behind the person with the bag and dump out their water.;Person sitting on steps, opens a bag, takes some food out, and eats while another person walks in drinking and goes upstairs.",c106 17.70 26.80;c156 6.30 14.60;c021 3.10 11.90;c063 7.90 13.50;c110 18.20 33.00;c061 2.80 21.70;c125 0.00 21.70;c020 2.00 21.90,31.75
DGMDT,4I2W,Living room,5,4,Yes,"A person walks down the hall, opening a sandwich. The person gets out their phone and takes a call.",bag;food;phone;sandwich;table,"A person is walking around a room and picks up a bag off of a table.  They inspect the contents of the bag, put the bag down, and then pick up their phone and answer it.;Person walks around in room, grabs bag, opens it and looks in it. Person puts bag back on table, picks up phone and talks on it.",c067 14.20 30.00;c015 22.00 30.00;c022 20.80 26.80;c023 3.90 11.70;c018 23.60 30.00;c016 22.80 30.00;c021 3.40 16.40;c061 7.60 23.80;c020 5.80 26.50;c019 26.50 30.00,29.25
OJIRT,P6LJ,Kitchen,6,6,Yes,"A person is putting some clothes into a bag. The person closes up the bag, and then throws it into the corner.",bag;clothes;towel,"The person walks over and picks up a bag. They then begin to shove clothes into the bag before tying it off;A girl is standing in a kitchen, putting clothes into a garbage bag.",c000 6.60 33.40;c021 3.30 11.90;c020 3.30 32.50;c024 27.60 33.50;c001 7.80 26.70;c033 13.80 21.90,34.25
1X0M3,P6LJ,Kitchen,6,6,Yes,"Grasping a box from a grocery bag, a person stands in the pantry and starts putting coffee in a glass container.",bag;box;glass;groceries,A person is taking a box from a bag of groceries and doing something with a glass.,c130 15.50 21.90;c021 5.70 14.20;c043 7.50 15.00;c023 0.00 6.00,52.92
W882Y,L4ZP,Kitchen,5,6,Yes,A person is putting a bag on the counter. They begin opening the bag when their phone goes off. They start smiling as they look at their phone.,bag;counter;phone,A person walks into a room carrying a bag. They put the bag on the counter and retrieve a phone from the pocket of their pajamas and start talking on it.,c019 30.40 35.00;c021 17.50 28.00;c015 26.10 35.00;c018 24.00 32.50;c022 2.50 35.00;c020 0.00 13.40;c154 0.00 35.00;c023 0.00 35.00,34.46
ZJ54N,PO5L,Hallway,4,7,Yes,A person is eating food from a bag. Next then begin undressing by taking off a jacket.,bag;clothes;floor;food,A person walking down a hall holding a bag of food stopping at the end of a hall eating out of a bag .Proceeds to take off jacket and walk back up the hall,c020 0.10 20.70;c022 16.70 22.10;c061 5.10 9.90;c156 2.90 20.60;c155 18.70 27.60;c126 22.80 28.50;c063 4.10 20.40;c062 16.90 22.80;c001 23.40 28.00;c000 18.70 27.40;c021 2.20 7.20,29.67
UO607,EE32,Pantry,6,5,Yes,A person began walking over to the pantry to put away groceries when they began grasping at their wardrobe.,bag;body;cabinet;cupboard;groceries,A person opens a cupboard and puts things from a bag into it. They search their person for something and close the cupboard.;A person walks intot he kitchen holding a bag of groceries they open the cabinet and put the groceries away then they feel around in the pocket for something and leave the kitchen.,c113 1.40 7.60;c021 3.00 11.80;c112 19.90 25.70;c020 0.00 28.00;c130 5.40 17.80,27.17
L1S6P,3H6W,Kitchen,5,6,Yes,A person runs into the pantry and opens a bag of chips. The person takes a picture of them eating one with their phone.,bag;chips;cupboard;food;phone,"A person runs into the kitchen, opens a bag of chips and eats it.;A person runs into the kitchen in front of an open cupboard, and pulls out a bag of chips. The person eats some of the snacks, places a hand in their pocket and pulls out a cell phone and looks at it.",c015 15.50 28.80;c061 14.30 20.10;c020 4.30 13.50;c022 10.10 18.30;c150 0.00 6.50;c018 15.50 22.30;c063 2.80 11.70;c021 6.40 14.40;c023 2.00 11.60;c156 6.80 19.00;c062 10.10 18.30,29.79
KNGUT,9Y7F,Kitchen,5,6,Yes,A person is eating something from a bag while another person is pouring water down the sink.,bag;bed;cup;food;sink;water,A person pours some water into a sink. Another person is sitting on a bed holding a bag.;A person pours out a cup of water into a sink.  Another person sitting on a bed is eating food out of a bag.,c020 0.00 31.00;c021 0.00 5.00;c156 24.00 31.00;c107 2.30 7.20;c135 0.00 31.00,30.42
0G2SC,2RTW,Living room,6,6,Yes,The person is laughing in the entryway while another person is carrying in groceries to put by the sink.,bag;counter;doorway;groceries;shelf,A person stands in the doorway laughing as another person brings in groceries. The first smiles.;Person #1 smiled as person #2 walked through the doorway. Person #2 walked to the kitchen with a bag and began removing groceries from the bag.;Person standing in room with hands on hip laughing in open doorway. Another person carrying bags walks in the kitchen. Person looks at other person.,c081 15.80 23.20;c149 0.00 17.20;c152 24.60 32.00;c130 17.50 27.70;c020 12.20 22.60;c097 9.50 18.80;c021 18.60 23.80;c022 17.80 22.90,30.75
G2UYF,BYF9,Entryway (A hall that is generally located at the entrance of a house),5,5,Yes,A person is in the man cave holding a broom while another person is playing with a bag.,bag;broom;sofa/couch,A person sits on the sofa and opens a bag.  Another person stands nearby holding a broom.,c098 0.00 18.00;c021 0.00 4.10;c020 0.00 18.00;c123 0.00 18.00,16.58
91YZH,9PLL,Kitchen,7,7,Yes,A person is smiling while holding a bag of groceries before putting the groceries on a desk,bag;desk;food;groceries;red can,"A person walks into the room carrying  basket with wrapped grocery items inside, goes over to what appears to be a red trash can. takes them out and places them on top",c020 0.00 31.90;c130 4.10 32.50;c062 6.30 32.90;c154 28.20 34.00;c063 5.60 10.60;c063 8.30 13.10;c063 10.50 15.90;c152 2.60 11.10;c061 0.00 30.90;c021 2.80 8.50,33.17
YRX5H,P6LJ,Entryway (A hall that is generally located at the entrance of a house),3,7,Yes,A person is standing in the entryway eating some food.  The person sneezes and puts down the food to grab the vacuum.,bag;door;food;vacuum,"A person is holding a bag, while holding a door open. A person then begins sneezing. A person then grabs a vacuum.;Someone is at the entrance and opens the door and eats something from a bag. They close the door and move a vacuum out of the way.",c061 0.00 28.60;c138 27.10 37.10;c008 1.50 6.60;c137 27.30 35.00;c156 11.90 19.90;c006 14.80 21.70;c020 0.00 4.30;c062 36.50 39.00;c097 36.50 39.00;c021 36.50 39.00;c022 36.50 39.00,38.50
BB8Q0,8718,Bedroom,5,7,Yes,"A person sits in a chair, eating a box of crackers. The person looks out the window.",bag;box;chair;food;table;window,Person sitting at a table in a chair opening a box look out the window while sitting something from a bag.,c041 0.00 4.00;c090 1.90 7.50;c156 12.90 25.80;c011 0.00 30.00;c059 0.00 30.00;c042 0.00 5.00;c092 13.30 30.00;c021 1.00 5.80;c040 0.00 5.30;c063 0.00 3.60;c023 0.00 3.90;c043 0.00 4.20;c061 0.00 13.30,28.67
M6LFI,WG9D,Dining room,3,5,Yes,A person is undressing in front of a mirror and then opening a sandwich in a bag and then leaving the dining room.,bag;clothes;food;mirror;sandwich;table,A person walks into the room and takes their jacket off. They get a sandwich out of a bag that's on the table and then exit the room.,c068 7.00 12.00;c069 5.50 11.00;c021 4.00 9.50;c155 1.00 8.00;c009 7.00 13.40;c063 8.30 12.60;c001 3.70 8.50,14.00
1LARL,2RTW,Living room,6,6,Yes,"A person is standing in front of a cabinet. The person takes a sandwich, smiles, and then sits down.",bag;cabinet;chair;food;sandwich;sofa/couch,The person is standing at a desk looking in a drawer. They then grab a bad and pull out a sandwich. The person sits down and sniffs the sandwich,c112 2.30 7.00;c113 1.70 6.70;c067 4.40 31.00;c069 3.60 10.20;c152 4.90 18.90;c151 15.10 20.20;c063 3.50 8.60;c061 3.80 31.00;c123 16.20 31.00;c021 6.80 14.50,30.46
KG20W,KQI6,Bathroom,6,5,Yes,One person leaves closing a bag as another runs in holding a pillow.,bag;doorway;pillow,A MAN IS OPENING A BACKPACK THAT IS HANGING FROM A DOOR KNOB FROM THE BATHROO DOOR WHILE A WOMAN WALKS AROUND HOLDING A BLANKET/PILLOW,c076 16.20 31.80;c097 21.40 29.00;c021 1.30 8.00,31.33
NB6F5,WG9D,Recreation room / Man cave,4,7,Yes,"A person is sitting in a chair grasping a paper bag.  The person opens the bag and pulls out a sandwich.  The person takes a bite of the sandwich, then gets up and turns off the light before leaving the room.",bag;chair;envelope;food;light;sandwich,A person is sitting in a chair with an envelope in their hand. They remove some food from the envelope take then take a bite. They get up and walk away and turn the light off.,c065 4.40 13.60;c067 2.00 10.60;c059 0.00 10.60;c156 2.80 11.70;c154 7.10 12.50;c105 11.40 16.00;c061 1.70 10.30;c021 0.00 6.70;c020 0.00 8.90,14.62
56XKK,AH2J,Living room,6,7,Yes,"The person brought the groceries in the house, sat them down on the table, and then put them away. They them went to the sofa to lay under a blanket and watch tv",bag;blanket;couch;cup;door;food;groceries;remote;shelf;sofa;table;television,"The person comes in the door and puts the bag of groceries down. The person then puts away a few groceries before laying down on the couch to watch tv.;A person enters the front door and sets a plastic bag on the table.  They remove a cup from the bag and place it on a shelf then they lay down, get under a blanket and turn on the television.",c130 4.30 12.30;c072 26.90 39.00;c151 24.20 35.30;c021 3.60 18.10;c008 12.20 20.80;c070 23.10 39.00;c020 0.00 11.60;c006 0.00 8.30;c081 7.00 13.90;c009 4.90 12.50;c122 26.30 39.00;c022 4.30 14.30;c132 26.10 39.00;c097 11.20 17.90;c061 0.00 39.00,38.17
293PC,5LWB,Living room,4,4,Yes,A person is fixing a broken chair then begins to play with the bag of groceries next the doorway.,bag;chair;groceries,A person is looking at a chair. A person gets an item out of a bag.,c020 17.50 26.00;c021 14.70 21.60,25.25
TXQWJ,UO0Z,Kitchen,7,7,Yes,A person is drinking a glass of water in front of a refrigerator in a kitchen. The person then walks to the counter and starts unpacking groceries.,bag;counter;cup;food;glass;groceries;light,"The person is standing in the kitchen, drinking something from a cup. The person takes some items from a grocery bag on the counter, then wads up the bag.;A person drinks from a glass, walks over and puts it on the counter and starts taking groceries from a bag.",c106 0.00 8.50;c109 5.30 11.00;c021 7.60 12.50;c063 7.90 17.60;c130 7.90 17.60,18.00
TMTAC,UTMU,Kitchen,6,7,Yes,A person is seen throwing groceries on the counter. They begin opening a bag and pull out some shoes,bag;shoe,A person puts a bag on the counter and then takes shoes out of the bag and walks away.,c020 2.30 8.90;c053 9.00 21.70;c022 4.50 9.70;c021 6.80 11.40;c056 7.80 13.40,21.96
QLKSV,6RE8,Bedroom,6,6,Yes,One person is wrapped in a blanket eating and drinking at a small table.,bag;beverage container;blanket;chair;cup/glass/bottle;food;medicine;table,A person is sitting near a table drinking a beverage and eating something.,c011 0.00 31.00;c156 23.20 28.70;c129 0.00 9.60;c020 0.00 9.50;c021 0.00 5.00;c072 0.00 31.00;c059 0.00 31.00;c106 11.10 16.00,30.46
YPTHX,0RNU,Garage,7,7,Yes,A person takes a phone from a bag and puts it in their pocket. They pour a glass of water and take a drink.,bag;cup;glass;phone;water,A person grabs a bag and takes out a phone. The put the phone in their pocket and pour a glass of water and drink it.,c020 0.00 15.70;c015 4.30 17.70;c106 19.50 38.00;c021 0.00 10.30;c017 6.70 18.10;c107 15.80 38.00;c022 0.00 10.70;c018 6.90 17.70;c022 5.80 12.00;c018 1.90 12.40,36.92
HL5OP,10FJ,Dining room,3,7,Yes,A person is laughing while throwing food in the trash bin and then removing dirty dishes from a table in the dining room.,bag;dish;food;plate;table;trashcan,"A person empties food from a bag into a trash can. They then pick up a plate from a table, and come back for another plate from the table.;A person walks over to a trashcan, opens the lid, and throws several objects away. The the same person grabs a plate off a table.",c064 14.40 21.70;c120 28.50 35.10;c012 28.90 37.00;c021 16.60 22.30;c118 20.10 27.00;c149 14.60 20.40;c020 0.00 21.20;c120 19.00 27.90;c024 8.40 21.50;c119 19.40 35.40,36.46
FUT86,D0RU,Living room,4,6,Yes,One person closes a desk with a camera and book on top. Another person eats from a bag of groceries.,bag;book;cabinet;camera;chair;desk;food;groceries;phone;sandwich;table,"a person sits at a desk and sets a camera on a book, another person pulls something out of a bag and sets it on table then eats a sandwich;A person sitting in a chair at a desk opens a drawer and puts a camera on top of a book sitting on the desk.  Another person sitting in a chair at a table takes some food out of a bag of groceries and places it on the table, then eats a sandwich.",c009 6.30 12.10;c015 0.00 11.10;c021 17.50 23.60;c156 26.30 36.10;c063 25.50 34.10;c009 21.90 27.00;c011 0.00 12.40;c017 4.60 11.10;c022 21.90 27.20;c065 24.60 34.80;c113 0.00 5.80;c059 0.00 13.40;c020 15.60 26.90;c130 21.30 26.70;c069 24.40 30.50;c016 0.00 12.10;c061 16.40 39.00;c068 16.40 39.00,37.88
HC62A,JVLO,Entryway (A hall that is generally located at the entrance of a house),4,6,Yes,"A person sits in a chair. The person opens a bag of groceries, takes a piece of food out, and eats a piece.",bag;chair;food;television;tv,A person sits down in a chair to watch television. The person takes a bag of food from the window and eats it while watching television.;a person sits in a chair and watches tv then eats come chips,c059 0.00 4.90;c021 8.30 14.60;c151 0.00 4.90;c020 6.40 33.00;c061 6.40 33.00;c156 11.10 33.00;c132 0.00 33.00;c063 5.50 12.20,31.58
H1XBH,AH2J,Living room,5,7,Yes,"A person is putting a pillow on a sofa, then eating and then using a broom in a living room.",bag;broom;floor;food;pillow;sofa,There is a person who takes a pillow and puts in with them on the sofa.  That same person eats some chips and gets up a sweeps up the crumbs with a broom.;A person is holding a pillow. A person then sits on the sofa and begins to eat some food. A person then gets up and leave. A person then grabs a broom and dustpan.,c076 0.00 6.80;c123 3.90 18.60;c156 8.30 14.70;c154 14.40 20.10;c063 6.20 12.70;c077 1.20 7.20;c102 17.60 28.00;c151 1.60 8.40;c020 5.50 17.30;c021 6.10 11.60;c100 18.10 23.80;c127 21.40 28.00;c023 3.90 17.20;c061 6.20 17.30,27.38
MNGT1,KFGP,Stairs,5,7,Yes,"A person was sitting on the stairs playing with the light settings on a laptop screen. When the screen got to the highest setting, the person closed the laptop and put it in a bag.",bag;laptop;shoulder,"A person sits on the stairs working on their laptop.  They close the laptop, put it in a bag, then puts the bag over their shoulder",c046 10.70 16.80;c052 1.70 14.30;c049 13.00 19.90;c023 16.10 22.20;c020 16.60 34.70;c022 28.00 35.00;c047 0.00 29.80;c021 23.30 28.10;c048 0.00 4.70,33.67
4WMDU,T7C3,Kitchen,6,,Yes,A person is opening bags of groceries that sit next to a vacuum while drinking from a glass.,bag;counter;cup;food;glass;groceries;shelf;table;water;wine,"A person holding a glass drinking and carrying a bag of food.The person opens the bag and starts taking food out of the bag .Takes another drink of water .;Person walks in room carrying bag and wine glass. Then drinks wine and puts glass on counter, then digs in bag and takes something out and place on shelf. Then drinks out of glass again.",c020 0.90 33.00;c130 8.90 22.80;c107 19.80 30.50;c110 19.60 26.20;c009 3.30 8.10;c063 7.10 14.30;c021 4.40 12.70;c020 8.10 14.20;c106 0.20 7.80;c109 2.60 7.90;c081 9.20 15.60,31.92
